## FlyBase Signaling Pathways report
## Generated: Mon Nov 24 14:13:21 2025
## Using chado datasource: dbi:Pg:dbname=fb_2025_05_reporting;host=flysql25;port=5432

## Where groups are arranged into hierarchies, note that:
## i) the member genes are only associated with the terminal subgroups
## ii) the immediate parent of any subgroup is identified in the 'Parent_FB_group_id' and 'Parent_FB_group_symbol' columns

# FB_group_id	FB_group_symbol	FB_group_name	Parent_FB_group_id	Parent_FB_group_symbol	Group_member_FB_gene_id	Group_member_FB_gene_symbol
FBgg0000934	TORS	TORSO SIGNALING PATHWAY				
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0034962	MAN1
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0086676	spin
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0263593	Lpin
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0004103	Pp1-87B
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0029067	Ctdnep1
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0283473	S6KL
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0262249	mir-958
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0011817	nmo
FBgg0001084	BMP-N	NEGATIVE REGULATORS OF BMP SIGNALING PATHWAY	FBgg0001086	BMP-MAD	FBgn0003132	Pp1-13C
FBgg0000883	JAKSTAT	JAK-STAT SIGNALING PATHWAY				
FBgg0001068	NTCH	NOTCH SIGNALING PATHWAY				
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0035626	lin-28
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0086779	step
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0001233	Hsp83
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0039858	CycG
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0262446	mir-137
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0262432	mir-8
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0263662	lncRNA:Irar
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0030802	DENR
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0029152	Mkrn1
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0023001	melt
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0033935	Sin1
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0063667	meep
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0001257	ImpL2
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0031006	rictor
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0011573	Cdc37
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0263593	Lpin
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0016756	Usp47
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0004103	Pp1-87B
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0086371	Elp6
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0021796	mTor
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0264691	Lst8
FBgg0000898	INS-P	POSITIVE REGULATORS OF INSULIN-LIKE RECEPTOR SIGNALING PATHWAY	FBgg0000910	INS	FBgn0259483	Mob4
FBgg0000917	SWH	HIPPO SIGNALING PATHWAY				
FBgg0001095	ACT-P	POSITIVE REGULATORS OF ACTIVIN SIGNALING PATHWAY	FBgg0001093	ACT-SMAD2	FBgn0003719	tld
FBgg0001095	ACT-P	POSITIVE REGULATORS OF ACTIVIN SIGNALING PATHWAY	FBgg0001093	ACT-SMAD2	FBgn0259878	Fs
FBgg0001095	ACT-P	POSITIVE REGULATORS OF ACTIVIN SIGNALING PATHWAY	FBgg0001093	ACT-SMAD2	FBgn0004885	tok
FBgg0001095	ACT-P	POSITIVE REGULATORS OF ACTIVIN SIGNALING PATHWAY	FBgg0001093	ACT-SMAD2	FBgn0085450	Snoo
FBgg0000967	FGFR	FGFR SIGNALING PATHWAY				
FBgg0001092	ACT-C	ACTIVIN SIGNALING PATHWAY CORE COMPONENTS	FBgg0001093	ACT-SMAD2	FBgn0011300	babo
FBgg0001092	ACT-C	ACTIVIN SIGNALING PATHWAY CORE COMPONENTS	FBgg0001093	ACT-SMAD2	FBgn0025800	Smox
FBgg0001092	ACT-C	ACTIVIN SIGNALING PATHWAY CORE COMPONENTS	FBgg0001093	ACT-SMAD2	FBgn0003169	put
FBgg0001092	ACT-C	ACTIVIN SIGNALING PATHWAY CORE COMPONENTS	FBgg0001093	ACT-SMAD2	FBgn0024179	wit
FBgg0001092	ACT-C	ACTIVIN SIGNALING PATHWAY CORE COMPONENTS	FBgg0001093	ACT-SMAD2	FBgn0288966	Med
FBgg0001092	ACT-C	ACTIVIN SIGNALING PATHWAY CORE COMPONENTS	FBgg0001093	ACT-SMAD2	FBgn0026199	myo
FBgg0001092	ACT-C	ACTIVIN SIGNALING PATHWAY CORE COMPONENTS	FBgg0001093	ACT-SMAD2	FBgn0024913	Actbeta
FBgg0001092	ACT-C	ACTIVIN SIGNALING PATHWAY CORE COMPONENTS	FBgg0001093	ACT-SMAD2	FBgn0031461	daw
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0040271	Sulf1
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0263697	Uba3
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0262321	mir-960
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0000273	Pka-C1
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0261988	Gprk2
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0262424	mir-10
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0262249	mir-958
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0027492	wdb
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0003132	Pp1-13C
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0002413	dco
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0000352	cos
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0039348	Npl4
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0262370	mir-7
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0005355	Su(fu)
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0261268	Cul3
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0015024	CkIalpha
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0262205	mir-932
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0003892	ptc
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0041092	tai
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0264493	rdx
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0259243	Pka-R1
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0003514	sqh
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0035853	UbcE2M
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0035719	tow
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0004177	mts
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0000711	flw
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0033260	Cul4
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0286784	TER94
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0020618	Rack1
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0025638	Roc1a
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0011217	eff
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0001105	Gbeta13F
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0040206	krz
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0035207	Herc4
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0036136	Ufd1
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0262408	mir-5
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0027603	Ulp1
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0031450	Hrs
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0259174	Nedd4
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0283468	slmb
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0001079	fu
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0034691	Synj
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0023177	Pp4-19C
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0003557	Su(dx)
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0002174	CG5504
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0032725	Nedd8
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0015509	Cul1
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0010825	Gug
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0283500	Sac1
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0015805	HDAC1
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0260439	Pp2A-29B
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0029006	Smurf
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0003134	Pp1alpha-96A
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0260962	pic
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0030208	PPP4R2r
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0003371	sgg
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0004623	Gbeta76C
FBgg0000980	HH-SMON	NEGATIVE REGULATORS OF HEDGEHOG SIGNALING PATHWAY	FBgg0000978	HH-SMO	FBgn0262447	mir-14
FBgg0000953	EGF-PRO	EGFR LIGAND PRODUCTION	FBgg0000958	EGFR-RTK	FBgn0020248	stet
FBgg0000953	EGF-PRO	EGFR LIGAND PRODUCTION	FBgg0000958	EGFR-RTK	FBgn0030318	rho-4
FBgg0000953	EGF-PRO	EGFR LIGAND PRODUCTION	FBgg0000958	EGFR-RTK	FBgn0003295	ru
FBgg0000953	EGF-PRO	EGFR LIGAND PRODUCTION	FBgg0000958	EGFR-RTK	FBgn0004635	rho
FBgg0000953	EGF-PRO	EGFR LIGAND PRODUCTION	FBgg0000958	EGFR-RTK	FBgn0024194	rasp
FBgg0000953	EGF-PRO	EGFR LIGAND PRODUCTION	FBgg0000958	EGFR-RTK	FBgn0003310	S
FBgg0001563	TNF-P	POSITIVE REGULATORS OF TNFalpha-EIGER SIGNALING PATHWAY	FBgg0001560	TNF	FBgn0263987	spoon
FBgg0001563	TNF-P	POSITIVE REGULATORS OF TNFalpha-EIGER SIGNALING PATHWAY	FBgg0001560	TNF	FBgn0032210	CYLD
FBgg0001563	TNF-P	POSITIVE REGULATORS OF TNFalpha-EIGER SIGNALING PATHWAY	FBgg0001560	TNF	FBgn0000173	ben
FBgg0001563	TNF-P	POSITIVE REGULATORS OF TNFalpha-EIGER SIGNALING PATHWAY	FBgg0001560	TNF	FBgn0034314	nopo
FBgg0001563	TNF-P	POSITIVE REGULATORS OF TNFalpha-EIGER SIGNALING PATHWAY	FBgg0001560	TNF	FBgn0035601	Uev1A
FBgg0001563	TNF-P	POSITIVE REGULATORS OF TNFalpha-EIGER SIGNALING PATHWAY	FBgg0001560	TNF	FBgn0040294	POSH
FBgg0001563	TNF-P	POSITIVE REGULATORS OF TNFalpha-EIGER SIGNALING PATHWAY	FBgg0001560	TNF	FBgn0265464	Traf6
FBgg0001561	TNF-C	TNFalpha-EIGER SIGNALING PATHWAY CORE COMPONENTS	FBgg0001560	TNF	FBgn0039734	Tace
FBgg0001561	TNF-C	TNFalpha-EIGER SIGNALING PATHWAY CORE COMPONENTS	FBgg0001560	TNF	FBgn0024326	Mkk4
FBgg0001561	TNF-C	TNFalpha-EIGER SIGNALING PATHWAY CORE COMPONENTS	FBgg0001560	TNF	FBgn0265464	Traf6
FBgg0001561	TNF-C	TNFalpha-EIGER SIGNALING PATHWAY CORE COMPONENTS	FBgg0001560	TNF	FBgn0000229	bsk
FBgg0001561	TNF-C	TNFalpha-EIGER SIGNALING PATHWAY CORE COMPONENTS	FBgg0001560	TNF	FBgn0086358	Tab2
FBgg0001561	TNF-C	TNFalpha-EIGER SIGNALING PATHWAY CORE COMPONENTS	FBgg0001560	TNF	FBgn0032682	grnd
FBgg0001561	TNF-C	TNFalpha-EIGER SIGNALING PATHWAY CORE COMPONENTS	FBgg0001560	TNF	FBgn0033483	egr
FBgg0001561	TNF-C	TNFalpha-EIGER SIGNALING PATHWAY CORE COMPONENTS	FBgg0001560	TNF	FBgn0010303	hep
FBgg0001561	TNF-C	TNFalpha-EIGER SIGNALING PATHWAY CORE COMPONENTS	FBgg0001560	TNF	FBgn0026323	Tak1
FBgg0001561	TNF-C	TNFalpha-EIGER SIGNALING PATHWAY CORE COMPONENTS	FBgg0001560	TNF	FBgn0030941	wgn
FBgg0001561	TNF-C	TNFalpha-EIGER SIGNALING PATHWAY CORE COMPONENTS	FBgg0001560	TNF	FBgn0010909	msn
FBgg0001561	TNF-C	TNFalpha-EIGER SIGNALING PATHWAY CORE COMPONENTS	FBgg0001560	TNF	FBgn0261524	lic


## Finished  report:	Mon Nov 24 14:13:21 2025
